,Chaleco reflectivo color naranja,UND,RD$450.00,RD$381.36,,MINIBANNER CON LINK
,"Cono tráfico naranja 18"" con collar reflectivo",UND,"RD$1,100.00",RD$932.20,,MINIBANNER CON LINK
,"Cono tráfico naranja 28"" con collar reflectivo",UND,"RD$1,950.00","RD$1,652.54",,MINIBANNER CON LINK
,"Cinta de barricada amarilla - 3"" x 1000 pies (CUIDADO)",UND,RD$655.00,RD$555.08,,MINIBANNER CON LINK
,Protector auditivo reusable,UND,RD$145.00,RD$122.88,,MINIBANNER CON LINK
,Malla de seguridad color naranja (4 pies x 100 pies),UND,"RD$2,210.00","RD$1,872.88",,MINIBANNER CON LINK
,Lente de seguridad Pyramex con cordon,UND,RD$203.03,RD$172.06,,MINIBANNER CON LINK
,"Cinta reflectiva adhesiva rojo-blanco - Rollo 2"" x 150 pies",UND,"RD$6,318.48","RD$5,354.64",,MINIBANNER CON LINK
,Bota de seguridad con punta de acero Worksafe,UND,"RD$3,124.11","RD$2,647.55",,MINIBANNER CON LINK
,Centella color ambar 12-80V con enchufe tipo encendedor,UND,"RD$5,102.56","RD$4,324.20",,MINIBANNER CON LINK
,"Drumm alta densidad con cintas reflectivas 4"" y pesa 25lbs",UND,"RD$4,745.00","RD$4,021.19",,MINIBANNER CON LINK
,,,,,,
,PINTURAS,,,,,
,Pintura Acrílica color preparado Popular,GL,"RD$1,701.00","RD$1,441.53",,MINIBANNER CON LINK
,Pintura Acrílica superior Popular,GL,"RD$1,512.00","RD$1,281.36",,MINIBANNER CON LINK
,Pintura Acrílica Plus Tropical,GL,"RD$1,650.00","RD$1,398.31",,MINIBANNER CON LINK
,Pintura Acrílica contractor Tropical,GL,"RD$1,620.00","RD$1,372.88",,MINIBANNER CON LINK
,Pintura Ambient Acrilica Tropical,GL,"RD$1,701.00","RD$1,441.53",,MINIBANNER CON LINK
,Pintura Ambient Semigloss Tropical,GL,"RD$1,749.00","RD$1,482.20",,MINIBANNER CON LINK
,Pintura Ambient Satinada Tropical,GL,"RD$1,728.00","RD$1,464.41",,MINIBANNER CON LINK
,Pintura Económica - Domastur,GL,RD$995.00,RD$843.22,,MINIBANNER CON LINK
,Pintura Económica Ultratex - Tropical,GL,"RD$1,090.00",RD$923.73,,MINIBANNER CON LINK
,Pintura Semigloss Popular color preparado,GL,"RD$1,768.00","RD$1,498.31",,MINIBANNER CON LINK
,Pintura Semigloss Popular,GL,"RD$1,768.00","RD$1,498.31",,MINIBANNER CON LINK
,Pintura Semigloss Plus Tropical,GL,"RD$1,790.00","RD$1,516.95",,MINIBANNER CON LINK
,Pintura Semigloss contractor Tropical,GL,"RD$1,790.00","RD$1,516.95",,MINIBANNER CON LINK
,Pintura Esmalte Plus Tropical,GL,"RD$1,690.00","RD$1,432.20",,MINIBANNER CON LINK
,Pintura Mantenimiento Popular,GL,"RD$1,630.00","RD$1,381.36",,MINIBANNER CON LINK
,Pintura Contractor Esmalte Tropical,GL,"RD$1,774.00","RD$1,503.39",,MINIBANNER CON LINK
,Pintura Mantenimiento Industrial Tropical,GL,"RD$1,810.00","RD$1,533.90",,MINIBANNER CON LINK
,Dry-Coat Lanco Base+Pintura+Impermeab.,GL,"RD$3,185.00","RD$2,699.15",,MINIBANNER CON LINK
,Aqua Proof Lanco Membrana impermeable de aislamiento,GL,"RD$2,510.00","RD$2,127.12",,MINIBANNER CON LINK
,Sealer Lanco Primer Impermeabilizante,GL,"RD$2,150.00","RD$1,822.03",,MINIBANNER CON LINK
,Pintura Epóxica Popular,GL,"RD$3,077.00","RD$2,607.63",,MINIBANNER CON LINK
,Pintura Aquapel Tropical,GL,"RD$2,550.00","RD$2,161.02",,MINIBANNER CON LINK
,Pintura Anticorrosivo Tropical,GL,"RD$1,010.00",RD$855.93,,MINIBANNER CON LINK
,Pintura de tráfico Tarmark Tropical,GL,"RD$1,875.00","RD$1,588.98",,MINIBANNER CON LINK
,Laca natural Tropical,GL,"RD$1,527.00","RD$1,294.07",,MINIBANNER CON LINK
,Barniz natural Tropical,GL,"RD$1,015.00",RD$860.17,,MINIBANNER CON LINK
,Barniz marino Tropical,GL,"RD$1,540.00","RD$1,305.08",,MINIBANNER CON LINK
,Pintura Ferro Tropical,GL,"RD$2,450.00","RD$2,076.27",,MINIBANNER CON LINK
,Pintura Esmalte Alquidico Tropical,GL,"RD$1,710.00","RD$1,449.15",,MINIBANNER CON LINK
,Thinner Popular AAA 2000,GL,RD$721.00,RD$611.02,,MINIBANNER CON LINK
,Aguarrás Tropical,GL,RD$714.00,RD$605.08,,MINIBANNER CON LINK
,Oxidod rojo Tropical,GL,"RD$1,180.00","RD$1,000.00",,
,Adhesivo líquido para concreto o empañete LANCO CB-606 (Torobond),GL,"RD$1,150.00",RD$974.58,,MINIBANNER CON LINK
,"Brocha 1/2"" doble celda pelo blanco  ",UND,RD$45.00,RD$38.14,,MINIBANNER CON LINK
,"Brocha 3/4"" doble celda pelo blanco  ",UND,RD$62.00,RD$52.54,,MINIBANNER CON LINK
,"Brocha 1"" doble celda pelo blanco   ",UND,RD$101.00,RD$85.59,,MINIBANNER CON LINK
,"Brocha 1-1/2"" doble celda pelo blanco  ",UND,RD$125.00,RD$105.93,,MINIBANNER CON LINK
,"Brocha 2"" doble celda pelo blanco  ",UND,RD$155.00,RD$131.36,,MINIBANNER CON LINK
,"Brocha 2-1/2"" doble celda pelo blanco  ",UND,RD$182.00,RD$154.24,,MINIBANNER CON LINK
,"Brocha 3"" doble celda pelo blanco  ",UND,RD$254.99,RD$216.09,,MINIBANNER CON LINK
,"Brocha 4"" doble celda pelo blanco  ",UND,RD$276.00,RD$233.90,,MINIBANNER CON LINK
,Porta Rolo Lanco,UND,RD$150.00,RD$127.12,,MINIBANNER CON LINK
,Bandeja Plastica,UND,RD$210.00,RD$177.97,,MINIBANNER CON LINK
,Mota antigoteo Lanco,UND,RD$367.00,RD$311.02,,MINIBANNER CON LINK
,Mota para rolo Superficie rugoso Lanco,UND,RD$222.00,RD$188.14,,MINIBANNER CON LINK
,Extension telescopica fibra 6-12 pies,UND,"RD$1,037.82",RD$879.51,,MINIBANNER CON LINK
,Extension telescopica fibra 4-8 pies,UND,RD$889.26,RD$753.61,,MINIBANNER CON LINK
,Extension telescopica Alum. 2-4M Premier,UND,RD$444.14,RD$376.39,,MINIBANNER CON LINK
,Extension telescopica Alum. 6-12M Premier,UND,RD$903.97,RD$766.08,,MINIBANNER CON LINK
,"Masking Tape 1/2""",UND,RD$42.00,RD$35.59,,MINIBANNER CON LINK
,"Masking Tape 3/4""",UND,RD$55.00,RD$46.61,,MINIBANNER CON LINK
,"Masking Tape 1""",UND,RD$65.00,RD$55.08,,MINIBANNER CON LINK
,"Masking Tape 1-1/2""",UND,RD$80.00,RD$67.80,,MINIBANNER CON LINK
,"Masking Tape 2""",UND,RD$110.00,RD$93.22,,MINIBANNER CON LINK
,"Masking Tape verde 3/4"" x 55 m.",UND,RD$197.00,RD$166.95,,MINIBANNER CON LINK
,"Masking Tape azul 3/4"" x 60 ydas",UND,RD$213.00,RD$180.51,,MINIBANNER CON LINK
,"Masking Tape azul 2"" x 60 ydas",UND,RD$401.00,RD$339.83,,MINIBANNER CON LINK
,"Masking Tape Orange 1.8"" x 54.8M",UND,RD$128.00,RD$108.47,,MINIBANNER CON LINK
,"Tape de aluminio 2"" x 10 ydas",UND,RD$130.00,RD$110.17,,MINIBANNER CON LINK
,"Duct Tape 2"" x 50 m",UND,RD$242.00,RD$205.08,,MINIBANNER CON LINK
,"Cinta para empaque transparente 18"" x 1500Y",UND,RD$910.00,RD$771.19,,MINIBANNER CON LINK
,Andamios - Guindolas,M2,RD$192.00,RD$162.71,,MINIBANNER CON LINK
,,,,,,
,"CONSTRUCCION LIGERA - SHEETROCK, PLAFONES, DENSGLASS",,,,,
,Planchas de yeso Sheetrock 1/2 x 4 x 8 Ultralight,UND,"RD$1,047.27",RD$887.52,,MINIBANNER CON LINK
,Planchas de yeso lightrey 1/2 x 4 x 8 pies,UND,RD$959.00,RD$812.71,,MINIBANNER CON LINK
,"Plancha dens glass Gold 1/2"" x 4 x 8 pies",UND,"RD$2,670.69","RD$2,263.30",,MINIBANNER CON LINK
,"Plancha Durock 4 x 8 pies x 1/2""",UND,"RD$3,658.00","RD$3,100.00",,MINIBANNER CON LINK
,Parales 1 5/8 x 10' Cal. 25,UND,RD$180.76,RD$153.19,,MINIBANNER CON LINK
,Durmiente 1 5/8 x 10' Cal. 25,UND,RD$152.30,RD$129.07,,MINIBANNER CON LINK
,Parales 1 5/8 x 10' Calibre 22,UND,RD$361.26,RD$306.15,,MINIBANNER CON LINK
,Durmiente 1 5/8 x 10' Calibre 22,UND,RD$246.20,RD$208.64,,MINIBANNER CON LINK
,Parales 2 1/2 x 10' Cal. 25,UND,RD$222.28,RD$188.37,,MINIBANNER CON LINK
,Durmiente 2 1/2 x 10' Cal. 25,UND,RD$170.64,RD$144.61,,MINIBANNER CON LINK
,"Parales - Studs 2-1/2"" x 10 C22",UND,RD$426.61,RD$361.53,,MINIBANNER CON LINK
,"Durmientes - 2-1/2"" x 8 C22",UND,RD$361.26,RD$306.15,,MINIBANNER CON LINK
,Parales 3 5/8 x 10' Calibre 22,UND,RD$499.22,RD$423.07,,MINIBANNER CON LINK
,Durmientes 3 5/8 x 10' Calibre 22,UND,RD$361.53,RD$306.38,,MINIBANNER CON LINK
,Cinta de yeso 250 PL,UND,RD$187.24,RD$158.68,,MINIBANNER CON LINK
,Masilla para sheetrock 5GL,UND,"RD$2,276.93","RD$1,929.60",,MINIBANNER CON LINK
,"Clavos 1-1/4"" con arandelas Caja de 100unds",UND,RD$558.55,RD$473.35,,MINIBANNER CON LINK
,Fulminates - Green Shots Caja de 100unds,UND,"RD$1,050.44",RD$890.20,,MINIBANNER CON LINK
,"Tornillos 6 x 1-1/4"" LBS 293 Torn/LB",LB,RD$265.50,RD$225.00,,MINIBANNER CON LINK
,"Tornillos 7 x 7/16"" LBS 354 Torn/LB",LB,RD$327.78,RD$277.78,,MINIBANNER CON LINK
,Esquinero metálico 10 pies C30,UND,RD$132.55,RD$112.33,,MINIBANNER CON LINK
,"Cinta Durock 2"" 300PL",UND,RD$415.50,RD$352.12,,MINIBANNER CON LINK
,Esquinero en vinil 10 PL,UND,RD$162.62,RD$137.81,,MINIBANNER CON LINK
,Clavo de acero para plafon 100/1,UND,"RD$2,870.75","RD$2,432.84",,MINIBANNER CON LINK
,Panel de acceso plástico 14x29,UND,"RD$2,761.31","RD$2,340.09",,MINIBANNER CON LINK
,Panel de acceso plástico 22x22,UND,RD$534.07,RD$452.60,,MINIBANNER CON LINK
,Panel de acceso plástico 6x9,UND,RD$615.96,RD$522.00,,MINIBANNER CON LINK
,,,,,,
,CONSTRUCCION LIGERA - HERRAMIENTAS,,,,,
,Flota de goma para empañete,UND,RD$582.00,RD$493.22,,MINIBANNER CON LINK
,Llana 11x4 1/2 EIFS,UND,RD$320.00,RD$271.19,,MINIBANNER CON LINK
,Llana inoxidable 5x13 EIFS,UND,RD$439.00,RD$372.03,,MINIBANNER CON LINK
,Llana dentada 1/4x1/4x1 1/2  ,UND,RD$385.00,RD$326.27,,MINIBANNER CON LINK
,Paleta para mezcla EIFS ,UND,"RD$1,083.82",RD$918.49,,MINIBANNER CON LINK
,"Bordeador 2"" Esquina interior EIFS",UND,"RD$1,044.18",RD$884.90,,MINIBANNER CON LINK
,"Bordeador 2"" Esquina exterior EIFS",UND,RD$997.11,RD$845.01,,MINIBANNER CON LINK
,"Bandeja Plastica 12""",UND,RD$363.62,RD$308.15,,MINIBANNER CON LINK
,"Bandeja Acero inoxidable 14""",UND,RD$995.63,RD$843.75,,MINIBANNER CON LINK
,Cuchilla de corte 6 Para yeso,UND,RD$316.48,RD$268.20,,MINIBANNER CON LINK
,Cuchilla de reemplazo 6  ,UND,RD$9.39,RD$7.96,,MINIBANNER CON LINK
,Espatula 6 Blue,UND,RD$343.43,RD$291.04,,MINIBANNER CON LINK
,Espatula  8 Blue,UND,RD$389.60,RD$330.17,,MINIBANNER CON LINK
,Espatula 10 Blue,UND,RD$432.88,RD$366.85,,MINIBANNER CON LINK
,Espatula 12 Blue,UND,RD$539.84,RD$457.49,,MINIBANNER CON LINK
,Espatula 6 para junta flexible,UND,RD$486.58,RD$412.36,,MINIBANNER CON LINK
,Espatula para esquina interior 5x4x10 ,UND,RD$578.74,RD$490.46,,MINIBANNER CON LINK
,Tiza azul 8oz,UND,RD$152.31,RD$129.08,,MINIBANNER CON LINK
,Tiza roja 8oz,UND,RD$157.03,RD$133.08,,MINIBANNER CON LINK
,Fulminante verde cal.27 americano,UND,RD$5.92,RD$5.02,,MINIBANNER CON LINK
,Fulminante rojo cal.27 americano,UND,RD$6.36,RD$5.39,,MINIBANNER CON LINK
,Fulminante amarillo cal.27 americano,UND,RD$5.92,RD$5.02,,MINIBANNER CON LINK
,Fulminante marron cal 22 Americano,UND,RD$4.93,RD$4.18,,MINIBANNER CON LINK
,Fulminante amarillo cal 22 Americano,UND,RD$5.09,RD$4.31,,MINIBANNER CON LINK
,Fulminante verde cal.22 americano,UND,RD$4.94,RD$4.19,,MINIBANNER CON LINK
,Fulminante rojo cal 27 Bluepink,UND,RD$5.88,RD$4.98,,MINIBANNER CON LINK
,Fulminante verde cal 22 Bluepink,UND,RD$1.84,RD$1.56,,MINIBANNER CON LINK
,Lijas 100 para yeso,UND,RD$18.14,RD$15.37,,MINIBANNER CON LINK
,Lijas 120 para yeso,UND,RD$20.14,RD$17.07,,MINIBANNER CON LINK
,Lijas 100 para yeso,UND,RD$7.88,RD$6.68,,MINIBANNER CON LINK
,Cortador circular,UND,RD$692.70,RD$587.03,,MINIBANNER CON LINK
,Pistola Hilti Dx2,UND,"RD$9,283.78","RD$7,867.61",,MINIBANNER CON LINK
,Pistola Simpson PT-22,UND,"RD$8,604.21","RD$7,291.70",,MINIBANNER CON LINK
,"Serrucho para yeso 15""",UND,RD$666.42,RD$564.76,,MINIBANNER CON LINK
,"Serrucho para yeso 6""",UND,RD$461.73,RD$391.30,,MINIBANNER CON LINK
,Tijeras bulldog para metales gruesos,UND,RD$731.45,RD$619.87,,MINIBANNER CON LINK
,Tijeras de corte recto,UND,RD$634.65,RD$537.84,,MINIBANNER CON LINK
,Raspillador yeso metalico,UND,RD$647.17,RD$548.45,,MINIBANNER CON LINK
,,,,,,
,,,,,,
,CONSTRUCCÓN LIGERAS - DANPALON - TOLDO,,,,,
,Plancha danpalon azul softlite d2 8mmx60cmx11.98m,UND,"RD$20,521.38","RD$17,391.00",,Plasticos Comerciales - Materiales generales
,Plancha danpalon blanco softlite d2 8mmx60cmx11.98m,UND,"RD$20,521.38","RD$17,391.00",,Plasticos Comerciales - Materiales generales
,Plancha danpalon bronce compacto 4mmx60cmx11.98m,UND,"RD$54,177.34","RD$45,913.00",,Plasticos Comerciales - Materiales generales
,Plancha danpalon bronce multicelda 16mmx1.04x11.98m,UND,"RD$43,013.36","RD$36,452.00",,Plasticos Comerciales - Materiales generales
,Plancha danpalon bronce softlite d2 10mmx60cmx11.98m,UND,"RD$22,163.94","RD$18,783.00",,Plasticos Comerciales - Materiales generales
,Plancha danpalon bronce softlite d2 8mmx60cmx11.98m,UND,"RD$20,521.38","RD$17,391.00",,Plasticos Comerciales - Materiales generales
,Plancha danpalon gris reflectivo softlite d2 10mmx60cmx11.98m,UND,"RD$22,163.94","RD$18,783.00",,Plasticos Comerciales - Materiales generales
,Plancha danpalon gris reflectivo softlite d2 8mmx60cmx11.98m,UND,"RD$20,521.38","RD$17,391.00",,Plasticos Comerciales - Materiales generales
,Planchadanpalon gris reflectivo softlite multicelda 8mmx60cmx11.98m,UND,"RD$22,163.94","RD$18,783.00",,Plasticos Comerciales - Materiales generales
,Plancha danpalon transparente multicelda 8mmx60cmx11.98m,UND,"RD$22,163.94","RD$18,783.00",,Plasticos Comerciales - Materiales generales
,Plancha danpalon transparente-rojo 3d lite 22mmx60cmx11.98m,UND,"RD$32,178.60","RD$27,270.00",,Plasticos Comerciales - Materiales generales
,Plancha danpalon verde softlite d2 10mmx60cmx11.98m,UND,"RD$22,163.94","RD$18,783.00",,Plasticos Comerciales - Materiales generales
,Plancha danpalon verde softlite d2 8mmx60cmx11.98m,UND,"RD$20,521.38","RD$17,391.00",,Plasticos Comerciales - Materiales generales
,Asegurador de acero exproof danpalon 10mm,UND,RD$75.00,RD$63.56,,Plasticos Comerciales - Materiales generales
,Asegurador de acero hd danpalon 12mm,UND,RD$48.00,RD$40.68,,Plasticos Comerciales - Materiales generales
,Asegurador de acero hd danpalon 16mm,UND,RD$105.00,RD$88.98,,Plasticos Comerciales - Materiales generales
,Asegurador de acero hd danpalon 8mm,UND,RD$95.00,RD$80.51,,Plasticos Comerciales - Materiales generales
,Asegurador para separador danpalon compacto,UND,RD$5.00,RD$4.24,,Plasticos Comerciales - Materiales generales
,Tornillos para asegurar Danpalon Compacto y multicelda  4.8x50´´,UND,RD$10.00,RD$8.47,,Plasticos Comerciales - Materiales generales
,Cinta adhesiva   34mm x 33m,ML,RD$99.12,RD$84.00,,Plasticos Comerciales - Materiales generales
,"Cinta adhesiva   1"" x 33m",ML,RD$47.20,RD$40.00,,Plasticos Comerciales - Materiales generales
,"Cinta adhesiva   1 1/2"" x 50m",ML,RD$42.48,RD$36.00,,Plasticos Comerciales - Materiales generales
,Perfil conector u bronce danpalon compacto 11.98m,UND,"RD$4,925.32","RD$4,174.00",,Plasticos Comerciales - Materiales generales
,Perfil  conector u bronce topgal 6-16mmx11.90m,UND,"RD$3,282.76","RD$2,782.00",,Plasticos Comerciales - Materiales generales
,Perfil  conector u gris metalico topgal 6-16mmx11.90m,UND,"RD$3,282.76","RD$2,782.00",,Plasticos Comerciales - Materiales generales
,Perfil  conector u transparente danpalon compacto 11.98m,UND,"RD$2,790.70","RD$2,365.00",,Plasticos Comerciales - Materiales generales
,Perfil conector u transparente topgal 6-16mmx11.90m,UND,"RD$3,282.76","RD$2,782.00",,Plasticos Comerciales - Materiales generales
,Terminal para conector u de aluminio danpalon,UND,RD$99.12,RD$84.00,,Plasticos Comerciales - Materiales generales
,Terminal transparente para conector u 1040 danpalon,UND,RD$83.78,RD$71.00,,Plasticos Comerciales - Materiales generales
,Terminal transparente para conector u topgal,UND,RD$49.56,RD$42.00,,Plasticos Comerciales - Materiales generales
,Terminal transparente para conector u2 danpalon,UND,RD$68.44,RD$58.00,,Plasticos Comerciales - Materiales generales
,Toldo base aluminio negro - termico bronce 6mmx1x1.5m,UND,"RD$8,496.00","RD$7,200.00",,Plasticos Comerciales - Materiales generales
,Toldo base aluminio negro - policarbonato solido bronze 3mmx1x1.5m,UND,"RD$10,502.00","RD$8,900.00",,Plasticos Comerciales - Materiales generales
,Toldo base plastica negra - termico bronce 6mmx1x1.5m,UND,"RD$6,402.68","RD$5,426.00",,Plasticos Comerciales - Materiales generales
,Toldo base plastica negra - termico transparente 6mmx1x1.5m,UND,"RD$6,402.68","RD$5,426.00",,Plasticos Comerciales - Materiales generales
,,,,,,
,PLAFONES  ,,,,,
,Plafon attitude blanco brillo 8mm x 37.5cm x 260cm set 2.925m2,UND,"RD$2,849.70","RD$2,415.00",,Plasticos Comerciales - Materiales generales
,Plafon attitude rouille 8mm x 37.5cm x 120cm set 2.925m2,UND,"RD$2,849.70","RD$2,415.00",,Plasticos Comerciales - Materiales generales
,Plafon element antracita 8mm x 37.5cm x 260 cm set 2.925m2,UND,"RD$2,849.70","RD$2,415.00",,Plasticos Comerciales - Materiales generales
,Plafon pvc blanco fy-001 7mm x 250mm x 5.8m,UND,RD$513.30,RD$435.00,,Plasticos Comerciales - Materiales generales
,Perfil angulo ext/int plafon clip blanco 5/8 x 260cm,UND,RD$325.68,RD$276.00,,Plasticos Comerciales - Materiales generales
,Perfil de extremo plafon clip blanco 5/8 x 260cm,UND,RD$231.28,RD$196.00,,Plasticos Comerciales - Materiales generales
,Perfil esquina fy-top corner plafon de pvc blanco 7mmx5.8m,UND,RD$177.00,RD$150.00,,Plasticos Comerciales - Materiales generales
,Perfil h fy-h plafon de pvc blanco 7mmx5.8m,UND,RD$217.12,RD$184.00,,Plasticos Comerciales - Materiales generales
,"Plafón PVC Machihembrado, Todo Costo",M2,RD$880.00,RD$745.76,,MINIBANNER CON LINK
,"Plafón PVC Comercial 2x2, Todo Costo",M2,RD$915.00,RD$775.42,,MINIBANNER CON LINK
,"Plafón fisurado en fibra mineral 2x2 de 1/2"", Todo Costo",M2,RD$880.00,RD$745.76,,MINIBANNER CON LINK
,,,,,,
,ADITIVOS Y MORTEROS ESPECIALES PARA LA CONSTRUCCION Y JUNTAS,,,,,
,Aditivo acelerante para concreto Sikaset - 5GAL,UND,RD$945.55,RD$801.31,,MINIBANNER CON LINK
,Mortero autonivelante Sika Level 100 25Kg,UND,"RD$2,155.00","RD$1,826.27",,MINIBANNER CON LINK
,Mortero de alta resistencia Sika Grout 213 30Kg,UND,"RD$1,595.00","RD$1,351.69",,MINIBANNER CON LINK
,Cinta asfáltica Sika Multiseal 100mm x 10m,UND,"RD$1,430.00","RD$1,211.86",,MINIBANNER CON LINK
,Fibra para mortero Sikafiber 1.0Kg,UND,RD$628.40,RD$532.54,,MINIBANNER CON LINK
,Masilla Poliuretano Sikaflex Cartucho,UND,RD$610.00,RD$516.95,,MINIBANNER CON LINK
,"Cinta Water Stop PVC 9""",ML,RD$228.45,RD$193.60,,MINIBANNER CON LINK
,,,,,,
,ESTRUCTURAS METALICAS - HERRERIA,,,,,
,"Barra hierro negro cuadrada 1/2"" x 20 pies",UND,RD$812.00,RD$688.14,,MINIBANNER CON LINK
,"Barra hierro negro cuadrada 5/8"" x 20 pies",UND,"RD$1,184.00","RD$1,003.39",,MINIBANNER CON LINK
,"Perfil hierro negro 2""x 4""x 20 pies 1.6mm",UND,"RD$1,578.00","RD$1,337.29",,MINIBANNER CON LINK
,"Perfil hierro negro 2""x 1""x 20 pies 1.6mm",UND,RD$896.40,RD$759.66,,MINIBANNER CON LINK
,"Planchuela hierro negro 2"" x 1/4"" x 20pies",UND,RD$842.00,RD$713.56,,MINIBANNER CON LINK
,"Angular hierro negro 1-1/2"" x 1/8""  x 20pies",UND,RD$866.40,RD$734.24,,MINIBANNER CON LINK
,Perfil W4 x 13 Lb/PL 30 pies A36,UND,"RD$14,990.00","RD$12,703.39",,MINIBANNER CON LINK
,Perfil W6 x 12 Lb/PL 30 pies A36,UND,"RD$13,834.80","RD$11,724.41",,MINIBANNER CON LINK
,Perfil W6 x 15 Lb/PL 30 pies A36,UND,"RD$17,293.50","RD$14,655.51",,MINIBANNER CON LINK
,Perfil W8 x 10 Lb/PL 30 pies A36,UND,"RD$11,529.00","RD$9,770.34",,MINIBANNER CON LINK
,Perfil W8 x 15 Lb/PL 30 pies A36,UND,"RD$17,293.50","RD$14,655.51",,MINIBANNER CON LINK
,Perfil W8 x 24 Lb/PL 30 pies A36,UND,"RD$27,669.60","RD$23,448.81",,MINIBANNER CON LINK
,Perfil W8 x 31 Lb/PL 30 pies A36,UND,"RD$35,739.90","RD$30,288.05",,MINIBANNER CON LINK
,Perfil W10 x 12 Lb/PL 30 pies A36,UND,"RD$13,834.80","RD$11,724.41",,MINIBANNER CON LINK
,Perfil W10 x 15 Lb/PL 30 pies A36,UND,"RD$17,293.50","RD$14,655.51",,MINIBANNER CON LINK
,"Perfil HSS 8""x8""x1/4"" 40 pies A36",UND,"RD$36,000.00","RD$30,508.47",,MINIBANNER CON LINK
,"Tola hierro negro 4 x 8 pies 3/4"" A36",UND,"RD$29,013.00","RD$24,587.29",,MINIBANNER CON LINK
,"Tola hierro negro 4 x 8 pies 5/8"" A36",UND,"RD$22,030.00","RD$18,669.49",,MINIBANNER CON LINK
,"Tola hierro negro 4 x 8 pies 1/2"" A36",UND,"RD$18,100.00","RD$15,338.98",,MINIBANNER CON LINK
,"Tola hierro negro 4 x 8 pies 3/8"" A36",UND,"RD$13,213.00","RD$11,197.46",,MINIBANNER CON LINK
,"Tola hierro negro 4 x 8 pies 1/4"" A36",UND,"RD$8,290.58","RD$7,025.92",,MINIBANNER CON LINK
,"Tola hierro negro 4 x 8 pies 3/16"" A36",UND,"RD$6,107.33","RD$5,175.70",,MINIBANNER CON LINK
,"Tola hierro negro 4 x 8 pies 1/8"" A36",UND,"RD$4,132.92","RD$3,502.47",,MINIBANNER CON LINK
,"Tola hierro negro 4 x 8 pies 1/16"" A36",UND,"RD$3,822.00","RD$3,238.98",,MINIBANNER CON LINK
,"Perfil hierro galvanizado 1-1/2""x 1-1/2""x 20 pies 1.5mm",UND,"RD$1,044.30",RD$885.00,,MINIBANNER CON LINK
,"Disco de corte metal 7"" Metabo",UND,RD$201.10,RD$170.42,,MINIBANNER CON LINK
,"Disco de corte metal 9"" Metabo",UND,RD$235.98,RD$199.98,,MINIBANNER CON LINK
,"Soldadura Universal 6013 3/32""",LB,RD$110.00,RD$93.22,,MINIBANNER CON LINK
,"Soldadura Universal 7018 1/8""",LB,RD$155.00,RD$131.36,,MINIBANNER CON LINK
,Zinc acanalado Calibre 34 - Plancha 6 x 3 pies,UND,RD$195.00,RD$165.25,,MINIBANNER CON LINK
,Zinc acanalado Calibre 29 - Plancha 6 x 3 pies,UND,RD$260.00,RD$220.34,,MINIBANNER CON LINK
,Caballete zinc calibre 34 - 6 pies,UND,RD$175.00,RD$148.31,,MINIBANNER CON LINK
,Caballete zinc calibre 29 - 6 pies,UND,RD$250.00,RD$211.86,,MINIBANNER CON LINK
,Aluzinc acanalado Plancha ancho 3.45 pies (espesor 0.55mm),PL,RD$188.33,RD$159.60,Ancho útil 3.36 Pies por solapes,MINIBANNER CON LINK
,MetalDeck Cal. 22 (espesor 0.80mm) ancho 3.45 pies,PL,RD$595.00,RD$504.24,Ancho útil 3.36 Pies por solapes,MINIBANNER CON LINK
,MetalDeck Cal. 24 (espesor 0.60mm) ancho 3.45 pies,PL,RD$395.00,RD$334.75,Ancho útil 3.36 Pies por solapes,MINIBANNER CON LINK
,MetalDeck Cal. 26 (espesor 0.50mm) ancho 3.45 pies,PL,RD$365.85,RD$310.04,Ancho útil 3.36 Pies por solapes,MINIBANNER CON LINK
,Motosoldadora Lincoln 5.5KW,UND,"RD$216,000.00","RD$183,050.85",,MINIBANNER CON LINK
,,,,,,
,"TECHOS - TÉRMICOS, LAMINAS ACANALADAS,  POLICARBONATO, TEJAS, FASCIA",,,,,
,Techo termico bronce polygal 10mmx2.10x11.98m,UND,"RD$35,790.58","RD$30,331.00",,Plasticos Comerciales - Materiales generales
,Techo termico verde cesped frosted plastcom 6mm x 2.10m x 11.98m,UND,"RD$26,103.96","RD$22,122.00",,Plasticos Comerciales - Materiales generales
,Techo termico transparente frosted plastcom forma s 6mm x 2.10m x 11.98m,UND,"RD$26,103.96","RD$22,122.00",,Plasticos Comerciales - Materiales generales
,Techo termico bronce frosted plastcom forma s 6mm x 2.10m x 11.98m,UND,"RD$26,103.96","RD$22,122.00",,Plasticos Comerciales - Materiales generales
,Techo termico transparente polygal 6mmx2.10x11.98m,UND,"RD$26,103.96","RD$22,122.00",,Plasticos Comerciales - Materiales generales
,Techo termico bronce termaluz 8mm x 2.10m x 11.98m,UND,"RD$32,178.60","RD$27,270.00",,Plasticos Comerciales - Materiales generales
,Techo termico transparente termaluz 8mm x 2.10m x 11.98m,UND,"RD$32,178.60","RD$27,270.00",,Plasticos Comerciales - Materiales generales
,Techo termico bronce sunlite 6mm x 2.10m x 5.8m,UND,"RD$13,806.00","RD$11,700.00",,Plasticos Comerciales - Materiales generales
,Techo termico bronce sunlite 8mm x 2.10m x 5.8m,UND,"RD$16,992.00","RD$14,400.00",,Plasticos Comerciales - Materiales generales
